cruise,date,haul,species,long,lat,period,station,type_haul,totalCatchWtkg
JCFINP1904,5/1/2019,6,Scomber japonicus,-106.2502842,22.96221333,nocturno,spring,Media agua,0.22
JCFINP1904,5/1/2019,6,Opisthonema spp.,-106.2502842,22.96221333,nocturno,spring,Media agua,5.48
JCFINP1904,5/1/2019,7,Opisthonema spp.,-106.1400308,22.81209833,nocturno,spring,Media agua,6.19
JCFINP1904,5/2/2019,8,Engraulis mordax,-106.30197,23.01832583,nocturno,spring,Media agua,0.07
JCFINP1904,5/2/2019,8,Opisthonema spp.,-106.30197,23.01832583,nocturno,spring,Media agua,1.35
JCFINP1904,5/3/2019,9,Trachurus symmetricus,-106.6811925,23.38031417,nocturno,spring,Media agua,0.08
JCFINP1904,5/3/2019,9,Scomber japonicus,-106.6811925,23.38031417,nocturno,spring,Media agua,0.05
JCFINP1904,5/3/2019,10,Trachurus symmetricus,-106.8998758,23.55273,diurno,spring,Media agua,0.01
JCFINP1904,5/4/2019,12,Trachurus symmetricus,-107.24086,23.66668083,diurno,spring,Media agua,0.19
JCFINP1904,5/4/2019,14,Scomber japonicus,-107.3759225,23.88584333,nocturno,spring,Media agua,1.48
JCFINP1904,5/5/2019,16,Opisthonema spp.,-107.7978925,24.25083417,nocturno,spring,Media agua,0.13
JCFINP1904,5/5/2019,16,Scomber japonicus,-107.7978925,24.25083417,nocturno,spring,Media agua,0.33
JCFINP1904,5/6/2019,17,Opisthonema spp.,-107.6861165,23.80607657,nocturno,spring,Fondo,0.05
JCFINP1904,5/8/2019,18,Opisthonema spp.,-107.0549433,23.76056833,nocturno,spring,Media agua,0.161
JCFINP1904,5/10/2019,21,Scomber japonicus,-108.0847875,24.39291,nocturno,spring,Fondo,0.59
JCFINP1904,5/10/2019,21,Trachurus symmetricus,-108.0847875,24.39291,nocturno,spring,Fondo,1.26
JCFINP1904,5/12/2019,29,Scomber japonicus,-108.6351152,24.98132067,diurno,spring,Media agua,0.08
JCFINP1904,5/13/2019,30,Opisthonema spp.,-108.8705417,25.13809308,nocturno,spring,Media agua,20.96
JCFINP1904,5/13/2019,30,Scomber japonicus,-108.8705417,25.13809308,nocturno,spring,Media agua,12.08
JCFINP1904,5/13/2019,30,Oligoplites refulgens,-108.8705417,25.13809308,nocturno,spring,Media agua,0.52
JCFINP1904,5/13/2019,30,Trachurus symmetricus,-108.8705417,25.13809308,nocturno,spring,Media agua,12.06
JCFINP1904,5/14/2019,31,Engraulis mordax,-109.068305,25.3358875,nocturno,spring,Media agua,0.014
JCFINP1904,5/14/2019,31,Scomber japonicus,-109.068305,25.3358875,nocturno,spring,Media agua,1.52
JCFINP1904,5/14/2019,31,Oligoplites refulgens,-109.068305,25.3358875,nocturno,spring,Media agua,0.04
JCFINP1904,5/14/2019,31,Opisthonema spp.,-109.068305,25.3358875,nocturno,spring,Media agua,0.083
JCFINP1904,5/15/2019,34,Engraulis mordax,-109.5098725,25.74436583,nocturno,spring,Media agua,1.42
JCFINP1904,5/15/2019,34,Oligoplites refulgens,-109.5098725,25.74436583,nocturno,spring,Media agua,1.927
JCFINP1904,5/15/2019,34,Trachurus symmetricus,-109.5098725,25.74436583,nocturno,spring,Media agua,0.02
JCFINP1904,5/15/2019,34,Opisthonema spp.,-109.5098725,25.74436583,nocturno,spring,Media agua,0.045
JCFINP1904,5/15/2019,34,Scomber japonicus,-109.5098725,25.74436583,nocturno,spring,Media agua,0.485
JCFINP1904,5/15/2019,34,Sardinops sagax,-109.5098725,25.74436583,nocturno,spring,Media agua,0.012
JCFINP1904,5/17/2019,36,Scomber japonicus,-109.6526208,26.000765,nocturno,spring,Media agua,11.12
JCFINP1904,5/18/2019,39,Scomber japonicus,-109.692415,26.46270083,nocturno,spring,Media agua,0.193
JCFINP1904,5/18/2019,39,Engraulis mordax,-109.692415,26.46270083,nocturno,spring,Media agua,10.456
JCFINP1904,5/19/2019,40,Opisthonema spp.,-109.6095558,26.5615125,nocturno,spring,Media agua,3.26
JCFINP1904,5/19/2019,40,Trachurus symmetricus,-109.6095558,26.5615125,nocturno,spring,Media agua,1.4
JCFINP1904,5/19/2019,40,Scomber japonicus,-109.6095558,26.5615125,nocturno,spring,Media agua,62.55
JCFINP1904,5/19/2019,41,Engraulis mordax,-111.3110758,26.21987917,nocturno,spring,Media agua,3582.8
JCFINP1904,5/20/2019,42,Trachurus symmetricus,-110.89579,26.430965,nocturno,spring,Media agua,0.003
JCFINP1904,5/20/2019,44,Opisthonema spp.,-110.0764392,26.84910167,nocturno,spring,Media agua,9.36
JCFINP1904,5/20/2019,44,Oligoplites refulgens,-110.0764392,26.84910167,nocturno,spring,Media agua,0.301
JCFINP1904,5/20/2019,44,Scomber japonicus,-110.0764392,26.84910167,nocturno,spring,Media agua,0.09
JCFINP1904,5/21/2019,45,Oligoplites refulgens,-110.2868533,27.02982583,nocturno,spring,Media agua,3.16
JCFINP1904,5/21/2019,45,Scomber japonicus,-110.2868533,27.02982583,nocturno,spring,Media agua,0.18
JCFINP1904,5/21/2019,47,Scomber japonicus,-111.2022317,26.85505,nocturno,spring,Media agua,3.74
JCFINP1904,5/22/2019,48,Scomber japonicus,-110.9667633,26.97424667,nocturno,spring,Media agua,0.331
JCFINP1904,5/23/2019,50,Sardinops sagax,-111.6024167,26.93966667,nocturno,spring,Media agua,16.7
JCFINP1904,5/23/2019,50,Scomber japonicus,-111.6024167,26.93966667,nocturno,spring,Media agua,223.372
JCFINP1904,5/23/2019,51,Engraulis mordax,-110.9488808,27.83757833,nocturno,spring,Media agua,125.77
JCFINP1904,5/23/2019,51,Scomber japonicus,-110.9488808,27.83757833,nocturno,spring,Media agua,0.722
JCFINP1904,5/23/2019,51,Oligoplites refulgens,-110.9488808,27.83757833,nocturno,spring,Media agua,0.223
JCFINP1904,5/24/2019,52,Scomber japonicus,-111.2290125,27.7080025,nocturno,spring,Media agua,0.902
JCFINP1906,6/20/2019,1,Engraulis mordax,-117.0478835,31.90446585,diurno,spring,Media agua,0.074
JCFINP1906,6/20/2019,2,Engraulis mordax,-117.4259415,31.7024425,diurno,spring,Media agua,0.26
JCFINP1906,6/22/2019,6,Engraulis mordax,-116.8438285,31.4282883,diurno,summer,Media agua,2.468
JCFINP1906,6/22/2019,7,Engraulis mordax,-117.368194,31.1533742,nocturno,summer,Media agua,0.743
JCFINP1906,6/23/2019,8,Engraulis mordax,-116.719503,31.20169335,nocturno,summer,Media agua,0.868
JCFINP1906,6/24/2019,11,Sardinops sagax,-116.558976,30.9957642,diurno,summer,Media agua,0.014
JCFINP1906,6/24/2019,11,Engraulis mordax,-116.558976,30.9957642,diurno,summer,Media agua,0.947
JCFINP1906,6/25/2019,12,Engraulis mordax,-117.0118915,30.46425335,diurno,summer,Media agua,2.889
JCFINP1906,6/25/2019,12,Sardinops sagax,-117.0118915,30.46425335,diurno,summer,Media agua,0.02
JCFINP1906,6/25/2019,12,Trachurus symmetricus,-117.0118915,30.46425335,diurno,summer,Media agua,0.012
JCFINP1906,6/25/2019,12,Scomber japonicus,-117.0118915,30.46425335,diurno,summer,Media agua,0.006
JCFINP1906,6/25/2019,13,Sardinops sagax,-116.4911742,30.740705,nocturno,summer,Media agua,0.012
JCFINP1906,6/25/2019,13,Engraulis mordax,-116.4911742,30.740705,nocturno,summer,Media agua,2.069
JCFINP1906,6/26/2019,14,Sardinops sagax,-116.1823967,30.61343417,nocturno,summer,Media agua,1.68
JCFINP1906,6/26/2019,14,Engraulis mordax,-116.1823967,30.61343417,nocturno,summer,Media agua,0.691
JCFINP1906,6/26/2019,15,Engraulis mordax,-116.5650283,30.40855833,diurno,summer,Media agua,2.116
JCFINP1906,6/26/2019,16,Engraulis mordax,-116.7333383,30.31774583,diurno,summer,Media agua,5.978
JCFINP1906,6/26/2019,16,Sardinops sagax,-116.7333383,30.31774583,diurno,summer,Media agua,0.101
JCFINP1906,6/27/2019,17,Trachurus symmetricus,-116.9944992,29.89000417,nocturno,summer,Media agua,0.13
JCFINP1906,6/27/2019,17,Engraulis mordax,-116.9944992,29.89000417,nocturno,summer,Media agua,7.387
JCFINP1906,6/27/2019,17,Sardinops sagax,-116.9944992,29.89000417,nocturno,summer,Media agua,0.586
JCFINP1906,6/27/2019,17,Scomber japonicus,-116.9944992,29.89000417,nocturno,summer,Media agua,0.007
JCFINP1906,6/27/2019,18,Sardinops sagax,-116.7333025,30.02776167,nocturno,summer,Media agua,0.59
JCFINP1906,6/27/2019,18,Engraulis mordax,-116.7333025,30.02776167,nocturno,summer,Media agua,16.18
JCFINP1906,6/28/2019,19,Engraulis mordax,-116.3554575,30.228765,nocturno,summer,Media agua,5.389
JCFINP1906,6/29/2019,20,Engraulis mordax,-116.3446,29.64957917,diurno,summer,Media agua,3.75
JCFINP1906,6/29/2019,21,Engraulis mordax,-115.9553284,29.56432834,nocturno,summer,Media agua,10.71
JCFINP1906,6/29/2019,21,Sardinops sagax,-115.9553284,29.56432834,nocturno,summer,Media agua,0.873
JCFINP1906,6/29/2019,21,Scomber japonicus,-115.9553284,29.56432834,nocturno,summer,Media agua,0.127
JCFINP1906,7/6/2019,25,Engraulis mordax,-115.7989117,27.89536584,diurno,summer,Media agua,16.66
JCFINP1906,7/6/2019,25,Trachurus symmetricus,-115.7989117,27.89536584,diurno,summer,Media agua,0.13
JCFINP1906,7/6/2019,25,Sardinops sagax,-115.7989117,27.89536584,diurno,summer,Media agua,0.49
JCFINP1906,7/6/2019,25,Scomber japonicus,-115.7989117,27.89536584,diurno,summer,Media agua,1.9
JCFINP1906,7/6/2019,26,Trachurus symmetricus,-116.08527,27.74368834,diurno,summer,Media agua,0.793
JCFINP1906,7/6/2019,26,Scomber japonicus,-116.08527,27.74368834,diurno,summer,Media agua,0.032
JCFINP1906,7/6/2019,26,Engraulis mordax,-116.08527,27.74368834,diurno,summer,Media agua,0.048
JCFINP1906,7/6/2019,27,Engraulis mordax,-116.4484359,27.550845,nocturno,summer,Media agua,0.94
JCFINP1906,7/6/2019,27,Trachurus symmetricus,-116.4484359,27.550845,nocturno,summer,Media agua,0.016
JCFINP1906,7/6/2019,27,Scomber japonicus,-116.4484359,27.550845,nocturno,summer,Media agua,0.029
JCFINP1906,7/6/2019,27,Sardinops sagax,-116.4484359,27.550845,nocturno,summer,Media agua,0.01
JCFINP1906,7/7/2019,29,Scomber japonicus,-116.1664567,27.4139875,diurno,summer,Media agua,2.09
JCFINP1906,7/7/2019,29,Engraulis mordax,-116.1664567,27.4139875,diurno,summer,Media agua,107.418
JCFINP1906,7/7/2019,29,Sardinops sagax,-116.1664567,27.4139875,diurno,summer,Media agua,177.01
JCFINP1906,7/7/2019,29,Trachurus symmetricus,-116.1664567,27.4139875,diurno,summer,Media agua,0.41
JCFINP1906,7/9/2019,31,Engraulis mordax,-115.89908,27.25799083,diurno,summer,Media agua,0.002
JCFINP1906,7/9/2019,31,Sardinops sagax,-115.89908,27.25799083,diurno,summer,Media agua,0.005
JCFINP1906,7/9/2019,32,Engraulis mordax,-116.09436,27.15365583,diurno,summer,Media agua,0.207
JCFINP1906,7/9/2019,33,Engraulis mordax,-116.3131633,27.03761583,nocturno,summer,Media agua,0.031
JCFINP1906,7/9/2019,33,Scomber japonicus,-116.3131633,27.03761583,nocturno,summer,Media agua,2.23
JCFINP1907,8/29/2019,1,Trachurus symmetricus,-114.5770309,27.08243917,nocturno,summer,Media agua,0.009
JCFINP1907,7/30/2019,4,Trachurus symmetricus,-114.8443192,26.35854833,diurno,summer,Media agua,0.004
JCFINP1907,8/3/2019,12,Trachurus symmetricus,-113.6591933,26.38356833,diurno,summer,Media agua,0.032
JCFINP1907,8/6/2019,18,Trachurus symmetricus,-115.9703958,24.42773667,diurno,summer,Media agua,0.016
JCFINP1907,8/7/2019,19,Trachurus symmetricus,-113.1390733,26.07366,diurno,summer,Media agua,0.004
JCFINP1907,8/10/2019,25,Trachurus symmetricus,-112.7432708,25.63545,diurno,summer,Media agua,0.098
JCFINP1907,8/11/2019,27,Etrumeus acuminatus,-112.3834158,25.03374667,nocturno,summer,Media agua,0.346
JCFINP1907,8/14/2019,30,Trachurus symmetricus,-112.4087992,24.14534083,nocturno,summer,Media agua,0.009
JCFINP1907,8/14/2019,31,Scomber japonicus,-112.1026383,24.30650667,diurno,summer,Media agua,0.062
JCFINP1907,8/14/2019,33,Scomber japonicus,-111.8904867,24.1263025,nocturno,summer,Media agua,0.484
JCFINP1907,8/16/2019,34,Scomber japonicus,-111.1110075,23.95831667,diurno,summer,Media agua,0.12
JCFINP1907,8/16/2019,34,Sardinops sagax,-111.1110075,23.95831667,diurno,summer,Media agua,0.499
JCFINP1907,8/16/2019,34,Etrumeus acuminatus,-111.1110075,23.95831667,diurno,summer,Media agua,3.062
JCFINP1907,8/18/2019,37,Etrumeus acuminatus,-110.6191358,23.6335825,nocturno,summer,Media agua,25.8
JCFINP1907,8/18/2019,37,Scomber japonicus,-110.6191358,23.6335825,nocturno,summer,Media agua,0.587
JCFINP1907,8/18/2019,37,Sardinops sagax,-110.6191358,23.6335825,nocturno,summer,Media agua,1.23
JCFINP1907,8/18/2019,37,Trachurus symmetricus,-110.6191358,23.6335825,nocturno,summer,Media agua,3.53
JCFINP2105,6/8/2021,1,Engraulis mordax,-112.6819842,28.41781667,NA,spring,Media agua,79.79
JCFINP2105,6/8/2021,1,Scomber japonicus,-112.6819842,28.41781667,NA,spring,Media agua,0.03
JCFINP2105,6/8/2021,1,Sardinops sagax,-112.6819842,28.41781667,NA,spring,Media agua,0.12
JCFINP2105,6/8/2021,2,Engraulis mordax,-112.5911817,28.1761575,NA,spring,Media agua,128.46
JCFINP2105,6/8/2021,3,Engraulis mordax,-112.092655,28.14467417,NA,spring,Media agua,9.78
JCFINP2105,6/8/2021,3,Scomber japonicus,-112.092655,28.14467417,NA,spring,Media agua,4.821
JCFINP2105,6/8/2021,3,Etrumeus acuminatus,-112.092655,28.14467417,NA,spring,Media agua,0.14
JCFINP2105,6/8/2021,3,Sardinops sagax,-112.092655,28.14467417,NA,spring,Media agua,0.57
JCFINP2105,6/9/2021,4,Scomber japonicus,-112.6033608,27.8792675,NA,spring,Media agua,0.39
JCFINP2105,6/9/2021,4,Engraulis mordax,-112.6033608,27.8792675,NA,spring,Media agua,55
JCFINP2105,6/10/2021,6,Engraulis mordax,-111.3134267,27.95648417,NA,spring,Media agua,13.99
JCFINP2105,6/10/2021,6,Scomber japonicus,-111.3134267,27.95648417,NA,spring,Media agua,2.11
JCFINP2105,6/10/2021,6,Sardinops sagax,-111.3134267,27.95648417,NA,spring,Media agua,0.25
JCFINP2105,6/10/2021,6,Trachurus symmetricus,-111.3134267,27.95648417,NA,spring,Media agua,0.06
JCFINP2105,6/10/2021,6,Oligoplites refulgens,-111.3134267,27.95648417,NA,spring,Media agua,0.15
JCFINP2105,6/10/2021,8,Engraulis mordax,-112.0560042,27.29022917,NA,spring,Media agua,1423.62
JCFINP2105,6/10/2021,8,Sardinops sagax,-112.0560042,27.29022917,NA,spring,Media agua,0.527
JCFINP2105,6/10/2021,8,Scomber japonicus,-112.0560042,27.29022917,NA,spring,Media agua,0.153
JCFINP2105,6/11/2021,9,Trachurus symmetricus,-110.8255317,27.77003417,NA,spring,Media agua,1.63
JCFINP2105,6/11/2021,9,Oligoplites refulgens,-110.8255317,27.77003417,NA,spring,Media agua,2.43
JCFINP2105,6/11/2021,9,Scomber japonicus,-110.8255317,27.77003417,NA,spring,Media agua,0.53
JCFINP2105,6/11/2021,11,Etrumeus acuminatus,-111.6770458,26.9039875,NA,spring,Media agua,11.12
JCFINP2105,6/11/2021,11,Scomber japonicus,-111.6770458,26.9039875,NA,spring,Media agua,3.38
JCFINP2105,6/11/2021,11,Trachurus symmetricus,-111.6770458,26.9039875,NA,spring,Media agua,0.16
JCFINP2105,6/11/2021,11,Sardinops sagax,-111.6770458,26.9039875,NA,spring,Media agua,0.03
JCFINP2105,6/12/2021,13,Sardinops sagax,-110.7089208,27.40081333,NA,spring,Media agua,0.014
JCFINP2105,6/12/2021,14,Scomber japonicus,-111.206195,26.8529975,NA,spring,Media agua,1.8
JCFINP2105,6/12/2021,14,Etrumeus acuminatus,-111.206195,26.8529975,NA,spring,Media agua,3.8
JCFINP2105,6/12/2021,14,Sardinops sagax,-111.206195,26.8529975,NA,spring,Media agua,1.38
JCFINP2105,6/17/2021,16,Opisthonema spp.,-110.0727025,26.8493075,NA,spring,Media agua,6.75
JCFINP2105,6/17/2021,16,Trachurus symmetricus,-110.0727025,26.8493075,NA,spring,Media agua,2.35
JCFINP2105,6/17/2021,16,Scomber japonicus,-110.0727025,26.8493075,NA,spring,Media agua,0.3
JCFINP2105,6/17/2021,16,Etrumeus acuminatus,-110.0727025,26.8493075,NA,spring,Media agua,0.4
JCFINP2105,6/17/2021,16,Oligoplites refulgens,-110.0727025,26.8493075,NA,spring,Media agua,0.9
JCFINP2105,6/19/2021,19,Engraulis mordax,-111.2202717,26.16331083,NA,spring,Media agua,957.679
JCFINP2105,6/19/2021,19,Scomber japonicus,-111.2202717,26.16331083,NA,spring,Media agua,2.112
JCFINP2105,6/19/2021,19,Etrumeus acuminatus,-111.2202717,26.16331083,NA,spring,Media agua,3.169
JCFINP2105,6/19/2021,19,Sardinops sagax,-111.2202717,26.16331083,NA,spring,Media agua,1.961
JCFINP2105,6/23/2021,22,Opisthonema spp.,-109.103915,25.3182225,NA,summer,Media agua,19.4
JCFINP2105,6/23/2021,22,Trachurus symmetricus,-109.103915,25.3182225,NA,summer,Media agua,0.15
JCFINP2105,6/23/2021,22,Oligoplites refulgens,-109.103915,25.3182225,NA,summer,Media agua,2
JCFINP2105,6/23/2021,24,Opisthonema spp.,-108.5629983,25.01923583,NA,summer,Media agua,0.095
JCFINP2105,6/24/2021,25,Oligoplites refulgens,-108.36067,24.90509333,NA,summer,Media agua,1.042
JCFINP2105,6/24/2021,25,Opisthonema spp.,-108.36067,24.90509333,NA,summer,Media agua,392.158
JCFINP2105,6/24/2021,26,Oligoplites refulgens,-108.1347583,24.64607583,NA,summer,Media agua,0.536
JCFINP2105,6/24/2021,26,Opisthonema spp.,-108.1347583,24.64607583,NA,summer,Media agua,1.063
JCFINP2105,6/24/2021,27,Opisthonema spp.,-108.0401017,24.4168025,NA,summer,Media agua,10.28
JCFINP2105,6/24/2021,27,Oligoplites refulgens,-108.0401017,24.4168025,NA,summer,Media agua,0.136
JCFINP2105,6/25/2021,28,Oligoplites refulgens,-107.1053475,23.73706917,NA,summer,Media agua,0.089
JCFINP2105,6/25/2021,28,Opisthonema spp.,-107.1053475,23.73706917,NA,summer,Media agua,5.32
JCFINP2105,6/26/2021,29,Opisthonema spp.,-106.3201092,23.0320425,NA,summer,Media agua,1.88
JCFINP2105,6/26/2021,30,Opisthonema spp.,-106.1740808,22.76297167,NA,summer,Media agua,0.085
JCFINP2205,5/23/2022,3,Etrumeus acuminatus,-109.6399333,25.9349475,n,spring,Media agua,1.27
JCFINP2205,5/23/2022,3,Scomber japonicus,-109.6399333,25.9349475,n,spring,Media agua,2.28
JCFINP2205,5/23/2022,3,Oligoplites refulgens,-109.6399333,25.9349475,n,spring,Media agua,2.75
JCFINP2205,5/23/2022,3,Sardinops sagax,-109.6399333,25.9349475,n,spring,Media agua,0.23
JCFINP2205,5/24/2022,4,Scomber japonicus,-110.680135,25.33928417,n,spring,Media agua,0.33
JCFINP2205,5/25/2022,8,Etrumeus acuminatus,-109.3311283,25.4712425,n,spring,Media agua,0.039
JCFINP2205,5/25/2022,8,Scomber japonicus,-109.3311283,25.4712425,n,spring,Media agua,0.23
JCFINP2205,5/25/2022,8,Trachurus symmetricus,-109.3311283,25.4712425,n,spring,Media agua,0.18
JCFINP2205,5/25/2022,8,Sardinops sagax,-109.3311283,25.4712425,n,spring,Media agua,0.264
JCFINP2205,5/26/2022,9,Etrumeus acuminatus,-109.174435,25.38652167,n,spring,Media agua,0.06
JCFINP2205,5/26/2022,9,Opisthonema spp.,-109.174435,25.38652167,n,spring,Media agua,22.11
JCFINP2205,5/26/2022,9,Scomber japonicus,-109.174435,25.38652167,n,spring,Media agua,14.75
JCFINP2205,5/26/2022,10,Etrumeus acuminatus,-109.0782025,25.32475333,n,spring,Media agua,0.301
JCFINP2205,5/26/2022,10,Opisthonema spp.,-109.0782025,25.32475333,n,spring,Media agua,21.42
JCFINP2205,5/26/2022,10,Scomber japonicus,-109.0782025,25.32475333,n,spring,Media agua,43.22
JCFINP2205,5/26/2022,11,Scomber japonicus,-108.9343275,25.11482667,n,spring,Media agua,0.31
JCFINP2205,5/27/2022,13,Scomber japonicus,-109.3693158,24.89350917,n,spring,Media agua,4.74
JCFINP2205,5/29/2022,17,Etrumeus acuminatus,-108.7012783,25.03910667,n,spring,Media agua,0.27
JCFINP2205,5/29/2022,17,Sardinops sagax,-108.7012783,25.03910667,n,spring,Media agua,0.021
JCFINP2205,5/29/2022,17,Scomber japonicus,-108.7012783,25.03910667,n,spring,Media agua,0.872
JCFINP2205,5/29/2022,18,Oligoplites refulgens,-108.1949542,24.708075,n,spring,Media agua,0.097
JCFINP2205,5/29/2022,18,Opisthonema spp.,-108.1949542,24.708075,n,spring,Media agua,35.52
JCFINP2205,5/29/2022,18,Scomber japonicus,-108.1949542,24.708075,n,spring,Media agua,0.387
JCFINP2205,5/29/2022,19,Opisthonema spp.,-108.3694383,24.81553167,n,spring,Media agua,0.316
JCFINP2205,5/31/2022,22,Scomber japonicus,-108.424715,23.80502667,n,spring,Media agua,111
JCFINP2205,6/1/2022,24,Scomber japonicus,-108.454,24.00792083,n,spring,Media agua,0.138
JCFINP2205,6/2/2022,26,Opisthonema spp.,-107.30695,23.98271417,n,spring,Media agua,25.87
JCFINP2205,6/2/2022,26,Oligoplites refulgens,-107.30695,23.98271417,n,spring,Media agua,1.017
JCFINP2205,6/3/2022,27,Opisthonema spp.,-107.4778158,24.09186583,n,spring,Media agua,16.96
JCFINP2205,6/3/2022,28,Opisthonema spp.,-107.9830267,24.20079917,n,spring,Media agua,28.33
JCFINP2205,6/3/2022,29,Opisthonema spp.,-107.0318863,23.7260075,n,spring,Media agua,53
JCFINP2205,6/3/2022,29,Oligoplites refulgens,-107.0318863,23.7260075,n,spring,Media agua,0.211
JCFINP2205,6/4/2022,30,Scomber japonicus,-107.114742,23.8462875,n,spring,Media agua,0.34
JCFINP2205,6/4/2022,30,Opisthonema spp.,-107.114742,23.8462875,n,spring,Media agua,35.84
JCFINP2205,6/4/2022,32,Opisthonema spp.,-106.6288617,23.34687167,n,spring,Media agua,28
JCFINP2206,6/24/2022,2,Opisthonema spp.,-109.4939408,26.4051375,nocturno,summer,Media agua,0.334
JCFINP2206,6/24/2022,2,Scomber japonicus,-109.4939408,26.4051375,nocturno,summer,Media agua,0.632
JCFINP2206,6/25/2022,4,Scomber japonicus,-110.7934675,25.57442582,nocturno,summer,Media agua,3.911
JCFINP2206,6/26/2022,6,Opisthonema spp.,-109.6169692,26.53631083,nocturno,summer,Media agua,12.72
JCFINP2206,6/26/2022,6,Oligoplites refulgens,-109.6169692,26.53631083,nocturno,summer,Media agua,6.62
JCFINP2206,6/26/2022,7,Scomber japonicus,-110.9730467,26.03922917,nocturno,summer,Media agua,23.43
JCFINP2206,6/26/2022,7,Etrumeus acuminatus,-110.9730467,26.03922917,nocturno,summer,Media agua,1.518
JCFINP2206,6/26/2022,7,Sardinops sagax,-110.9730467,26.03922917,nocturno,summer,Media agua,0.045
JCFINP2206,6/27/2022,8,Scomber japonicus,-110.9742533,25.84231583,nocturno,summer,Media agua,2.04
JCFINP2206,6/27/2022,9,Scomber japonicus,-111.31793,26.23088583,nocturno,summer,Media agua,1.095
JCFINP2206,6/27/2022,9,Engraulis mordax,-111.31793,26.23088583,nocturno,summer,Media agua,43.98
JCFINP2206,6/28/2022,10,Engraulis mordax,-111.1480008,26.1463825,nocturno,summer,Media agua,4.518
JCFINP2206,6/28/2022,10,Scomber japonicus,-111.1480008,26.1463825,nocturno,summer,Media agua,0.158
JCFINP2206,6/28/2022,11,Scomber japonicus,-110.0028025,26.7318125,nocturno,summer,Media agua,0.945
JCFINP2206,6/28/2022,11,Oligoplites refulgens,-110.0028025,26.7318125,nocturno,summer,Media agua,0.621
JCFINP2206,6/29/2022,12,Scomber japonicus,-110.15303,26.85195333,nocturno,summer,Media agua,0.256
JCFINP2206,6/29/2022,13,Scomber japonicus,-110.3051875,26.97048333,nocturno,summer,Media agua,1.136
JCFINP2206,6/29/2022,14,Opisthonema spp.,-110.6991542,27.39507833,nocturno,summer,Media agua,6.508
JCFINP2206,6/29/2022,14,Scomber japonicus,-110.6991542,27.39507833,nocturno,summer,Media agua,0.263
JCFINP2206,6/29/2022,14,Oligoplites refulgens,-110.6991542,27.39507833,nocturno,summer,Media agua,0.114
JCFINP2206,6/30/2022,15,Opisthonema spp.,-110.3856225,27.126105,nocturno,summer,Media agua,6.061
JCFINP2206,6/30/2022,15,Scomber japonicus,-110.3856225,27.126105,nocturno,summer,Media agua,4.46
JCFINP2206,6/30/2022,15,Oligoplites refulgens,-110.3856225,27.126105,nocturno,summer,Media agua,0.741
JCFINP2206,7/1/2022,16,Scomber japonicus,-111.3758392,26.4229725,nocturno,summer,Media agua,0.076
JCFINP2206,7/1/2022,17,Sardinops sagax,-111.4538267,26.57987,nocturno,summer,Media agua,22.6
JCFINP2206,7/1/2022,17,Engraulis mordax,-111.4538267,26.57987,nocturno,summer,Media agua,4.154
JCFINP2206,7/1/2022,17,Trachurus symmetricus,-111.4538267,26.57987,nocturno,summer,Media agua,1.05
JCFINP2206,7/1/2022,17,Etrumeus acuminatus,-111.4538267,26.57987,nocturno,summer,Media agua,1.56
JCFINP2206,7/1/2022,17,Scomber japonicus,-111.4538267,26.57987,nocturno,summer,Media agua,3.15
JCFINP2206,7/1/2022,18,Scomber japonicus,-111.1372283,26.74140083,nocturno,summer,Media agua,0.06
JCFINP2206,7/2/2022,19,Scomber japonicus,-111.5067258,26.7826125,nocturno,summer,Media agua,3.166
JCFINP2206,7/2/2022,19,Etrumeus acuminatus,-111.5067258,26.7826125,nocturno,summer,Media agua,0.099
JCFINP2206,7/2/2022,20,Scomber japonicus,-111.7236492,26.88058583,nocturno,summer,Media agua,1.24
JCFINP2206,7/2/2022,20,Engraulis mordax,-111.7236492,26.88058583,nocturno,summer,Media agua,2.66
JCFINP2206,7/2/2022,21,Engraulis mordax,-112.0432558,27.29478917,nocturno,summer,Media agua,7.89
JCFINP2206,7/2/2022,21,Scomber japonicus,-112.0432558,27.29478917,nocturno,summer,Media agua,0.818
JCFINP2206,7/3/2022,22,Scomber japonicus,-111.9300267,27.156075,nocturno,summer,Media agua,1.168
JCFINP2206,7/3/2022,22,Engraulis mordax,-111.9300267,27.156075,nocturno,summer,Media agua,13.436
JCFINP2206,7/3/2022,22,Sardinops sagax,-111.9300267,27.156075,nocturno,summer,Media agua,0.081
JCFINP2206,7/3/2022,22,Oligoplites refulgens,-111.9300267,27.156075,nocturno,summer,Media agua,0.051
JCFINP2206,7/3/2022,23,Scomber japonicus,-111.35546,27.44989,nocturno,summer,Media agua,3.49
JCFINP2206,7/3/2022,24,Scomber japonicus,-110.7427,27.5666975,nocturno,summer,Media agua,0.252
JCFINP2206,7/3/2022,24,Oligoplites refulgens,-110.7427,27.5666975,nocturno,summer,Media agua,0.305
JCFINP2206,7/3/2022,24,Opisthonema spp.,-110.7427,27.5666975,nocturno,summer,Media agua,0.331
JCFINP2206,7/4/2022,25,Opisthonema spp.,-110.7462892,27.76129667,nocturno,summer,Media agua,55.95
