cruise,date,haul,species,long,lat,period,station,type_haul,totalCatchWtkg
JCFINP2306,7/1/2023,39,Sardinops sagax,-114.6796883,27.31720583,nocturno,summer,Media agua,13.78
JCFINP2306,7/1/2023,39,Scomber japonicus,-114.6796883,27.31720583,nocturno,summer,Media agua,120.73
JCFINP2306,7/1/2023,39,Trachurus symmetricus,-114.6796883,27.31720583,nocturno,summer,Media agua,10.4
JCFINP2306,7/1/2023,40,Engraulis mordax,-114.8410817,27.42948917,nocturno,summer,Media agua,0.034
JCFINP2306,7/2/2023,41,Sardinops sagax,-114.8905892,27.59451084,nocturno,summer,Media agua,1.97
JCFINP2306,7/2/2023,42,Engraulis mordax,-115.3282208,27.7363675,nocturno,summer,Media agua,99.609
JCFINP2306,7/2/2023,42,Sardinops sagax,-115.3282208,27.7363675,nocturno,summer,Media agua,0.011
JCFINP2306,7/2/2023,43,Engraulis mordax,-115.1587909,27.65489333,nocturno,summer,Media agua,151.335
JCFINP2306,7/2/2023,43,Sardinops sagax,-115.1587909,27.65489333,nocturno,summer,Media agua,0.031
JCFINP2306,7/3/2023,44,Engraulis mordax,-115.9457767,28.01952834,nocturno,summer,Media agua,3.52
JCFINP2306,7/3/2023,44,Sardinops sagax,-115.9457767,28.01952834,nocturno,summer,Media agua,0.032
JCFINP2306,7/3/2023,44,Trachurus symmetricus,-115.9457767,28.01952834,nocturno,summer,Media agua,0.024
JCFINP2306,7/4/2023,45,Engraulis mordax,-115.5223808,27.84573417,nocturno,summer,Media agua,1715.962
JCFINP2306,7/4/2023,45,Sardinops sagax,-115.5223808,27.84573417,nocturno,summer,Media agua,1936.123
JCFINP2306,7/4/2023,45,Scomber japonicus,-115.5223808,27.84573417,nocturno,summer,Media agua,6.378
JCFINP2306,7/4/2023,46,Engraulis mordax,-114.7040142,29.01921584,nocturno,summer,Media agua,0.014
JCFINP2306,7/7/2023,50,Engraulis mordax,-115.4287575,29.27302917,nocturno,summer,Media agua,0.084
JCFINP2306,7/7/2023,50,Etrumeus acuminatus,-115.4287575,29.27302917,nocturno,summer,Media agua,0.257
JCFINP2306,7/7/2023,50,Sardinops sagax,-115.4287575,29.27302917,nocturno,summer,Media agua,14.22
JCFINP2306,7/8/2023,51,Engraulis mordax,-115.1583642,29.22558083,nocturno,summer,Media agua,0.008
JCFINP2306,7/8/2023,51,Etrumeus acuminatus,-115.1583642,29.22558083,nocturno,summer,Media agua,2.262
JCFINP2306,7/8/2023,51,Sardinops sagax,-115.1583642,29.22558083,nocturno,summer,Media agua,0.683
JCFINP2306,7/8/2023,52,Etrumeus acuminatus,-115.7545617,29.6826475,nocturno,summer,Media agua,0.617
JCFINP2306,7/8/2023,52,Sardinops sagax,-115.7545617,29.6826475,nocturno,summer,Media agua,7.9
JCFINP2306,7/8/2023,53,Sardinops sagax,-115.4881834,29.43864167,nocturno,summer,Media agua,0.618
JCFINP2306,7/9/2023,54,Engraulis mordax,-115.87489,29.44181667,nocturno,summer,Media agua,167.894
JCFINP2306,7/9/2023,54,Sardinops sagax,-115.87489,29.44181667,nocturno,summer,Media agua,339.551
JCFINP2306,7/9/2023,54,Scomber japonicus,-115.87489,29.44181667,nocturno,summer,Media agua,5.236
JCFINP2306,7/9/2023,55,Engraulis mordax,-115.8806409,30.20426417,nocturno,summer,Media agua,0.169
JCFINP2306,7/9/2023,56,Engraulis mordax,-115.8666717,30.01714584,nocturno,summer,Media agua,0.095
JCFINP2306,7/9/2023,56,Sardinops sagax,-115.8666717,30.01714584,nocturno,summer,Media agua,0.023
JCFINP2306,7/10/2023,57,Engraulis mordax,-116.005055,29.74823417,nocturno,summer,Media agua,2.535
JCFINP2306,7/10/2023,57,Sardinops sagax,-116.005055,29.74823417,nocturno,summer,Media agua,0.233
JCFINP2306,7/10/2023,58,Engraulis mordax,-116.2199759,30.42105583,nocturno,summer,Media agua,15
JCFINP2306,7/10/2023,59,Engraulis mordax,-116.1178442,30.30922083,nocturno,summer,Media agua,20.02
JCFINP2306,7/10/2023,59,Sardinops sagax,-116.1178442,30.30922083,nocturno,summer,Media agua,0.398
JCFINP2306,7/11/2023,60,Engraulis mordax,-115.8812659,30.21507167,nocturno,summer,Media agua,0.621
JCFINP2306,7/11/2023,61,Engraulis mordax,-116.3638434,30.5449675,nocturno,summer,Media agua,284.996
JCFINP2306,7/11/2023,61,Sardinops sagax,-116.3638434,30.5449675,nocturno,summer,Media agua,0.141
JCFINP2306,7/11/2023,61,Scomber japonicus,-116.3638434,30.5449675,nocturno,summer,Media agua,0.407
JCFINP2306,7/12/2023,62,Engraulis mordax,-116.3863475,30.72123084,nocturno,summer,Media agua,0.106
JCFINP2306,7/12/2023,62,Sardinops sagax,-116.3863475,30.72123084,nocturno,summer,Media agua,0.034
JCFINP2306,7/12/2023,63,Engraulis mordax,-116.63738,30.79394667,nocturno,summer,Media agua,5.1
JCFINP2306,7/12/2023,63,Sardinops sagax,-116.63738,30.79394667,nocturno,summer,Media agua,0.029
JCFINP2306,7/12/2023,63,Scomber japonicus,-116.63738,30.79394667,nocturno,summer,Media agua,1.8
JCFINP2306,7/13/2023,64,Engraulis mordax,-116.5368442,31.03636667,nocturno,summer,Media agua,46.67
JCFINP2306,7/13/2023,64,Sardinops sagax,-116.5368442,31.03636667,nocturno,summer,Media agua,0.251
JCFINP2306,7/13/2023,65,Engraulis mordax,-116.3671767,31.06795167,nocturno,summer,Media agua,2514.036
JCFINP2306,7/13/2023,66,Engraulis mordax,-116.6442425,31.3819675,nocturno,summer,Media agua,0.417
JCFINP2306,7/13/2023,66,Sardinops sagax,-116.6442425,31.3819675,nocturno,summer,Media agua,0.009
JCFINP2306,7/13/2023,67,Engraulis mordax,-116.482745,31.25300334,nocturno,summer,Media agua,1.03
JCFINP2306,7/13/2023,67,Sardinops sagax,-116.482745,31.25300334,nocturno,summer,Media agua,0.015
JCFINP2306,7/14/2023,68,Engraulis mordax,-116.8997442,31.83052,nocturno,summer,Media agua,3.28
JCFINP2306,7/14/2023,68,Sardinops sagax,-116.8997442,31.83052,nocturno,summer,Media agua,0.046
JCFINP2306,7/15/2023,70,Engraulis mordax,-116.79318,31.48249084,nocturno,summer,Media agua,0.503
JCFINP2306,7/15/2023,71,Engraulis mordax,-117.1577258,32.07785084,nocturno,summer,Media agua,2.583
JCFINP2306,7/16/2023,73,Engraulis mordax,-117.1158692,31.71430417,nocturno,summer,Media agua,51.622
JCFINP2306,7/16/2023,74,Engraulis mordax,-117.483775,32.304295,nocturno,summer,Media agua,41.337
JCFINP2306,7/16/2023,74,Sardinops sagax,-117.483775,32.304295,nocturno,summer,Media agua,0.036
JCFINP2306,7/16/2023,74,Trachurus symmetricus,-117.483775,32.304295,nocturno,summer,Media agua,0.007
JCFINP2306,7/17/2023,75,Engraulis mordax,-117.11855,32.27027083,nocturno,summer,Media agua,0.037
JCFINP2306,7/17/2023,75,Trachurus symmetricus,-117.11855,32.27027083,nocturno,summer,Media agua,0.012
