id,cruise,haul,posneg,long1,lat1,lance,long,lat,peso_captura_total_kg,date,station
271,JCFINP2110,48,positive,-113.9517625,26.65286917,48,-113.95521,26.630375,2.444,6/11/2021,autumn
272,JCFINP2110,49,positive,-113.5239875,26.27194333,49,-113.5227633,26.29722167,0.46,7/11/2021,autumn
273,JCFINP2110,50,positive,-113.5047417,26.49315833,50,-113.4964,26.515745,8.848,8/11/2021,autumn
274,JCFINP2111,1,negative,-112.2220833,24.59733,1,-112.23186,24.58434,0.006,27/11/2021,autumn
275,JCFINP2111,2,negative,-112.427305,24.32850833,2,-112.443245,24.30788667,2.825,28/11/2021,autumn
276,JCFINP2111,3,negative,-112.864835,23.75412083,3,-112.88132,23.73546,3.027,28/11/2021,autumn
277,JCFINP2111,4,negative,-112.6424983,24.04557167,4,-112.6575083,24.02512167,0.153,29/11/2021,autumn
278,JCFINP2111,5,negative,-112.7327492,23.63173667,5,-112.7492083,23.610985,4.529,29/11/2021,autumn
279,JCFINP2111,6,negative,-112.5151567,23.917825,6,-112.5312983,23.89670833,0.354,30/11/2021,autumn
280,JCFINP2111,7,negative,-112.3737001,23.80907167,7,-112.35767,23.829505,0.241,30/11/2021,autumn
281,JCFINP2111,8,negative,-112.1483592,24.10408917,8,-112.1346367,24.09242333,0.427,30/11/2021,autumn
282,JCFINP2111,9,negative,-112.3125858,24.18361417,9,-112.29786,24.20318167,2.341,30/11/2021,autumn
283,JCFINP2111,10,positive,-112.0894483,24.47525333,10,-112.107055,24.45362,0.418,1/12/2021,autumn
284,JCFINP2111,11,negative,-112.1448717,23.80900083,11,-112.1323283,23.83076833,0.459,1/12/2021,autumn
285,JCFINP2111,12,positive,-112.2616733,23.66119583,12,-112.2463967,23.68127167,0.361,1/12/2021,autumn
286,JCFINP2111,13,negative,-112.48169,23.37134833,13,-112.4659917,23.3929,0.167,2/12/2021,autumn
287,JCFINP2111,14,negative,-112.3251408,23.2839275,14,-112.340675,23.26371167,0.364,2/12/2021,autumn
288,JCFINP2111,15,negative,-112.1129967,23.56086,15,-112.1280283,23.54043833,0.244,3/12/2021,autumn
289,JCFINP2111,16,negative,-112.0011258,23.70844833,16,-112.0169217,23.687765,0.085,3/12/2021,autumn
290,JCFINP2111,17,negative,-112.0372283,23.9518875,17,-112.0642183,23.94791333,0.092,3/12/2021,autumn
291,JCFINP2111,18,negative,-111.7793675,23.9815875,18,-111.7986817,23.99432,43.609,4/12/2021,autumn
292,JCFINP2111,19,negative,-111.647275,23.87838417,19,-111.6309017,23.899745,3.65,4/12/2021,autumn
293,JCFINP2111,20,negative,-111.7472308,23.74484667,20,-111.7588017,23.76900167,1.802,4/12/2021,autumn
294,JCFINP2201,1,negative,-107.8057233,24.07359667,1,-107.8186583,24.082275,5.444,31/01/2022,winter
295,JCFINP2201,2,negative,-107.8178025,24.12404083,2,-107.8298833,24.13227667,2.174,31/01/2022,winter
296,JCFINP2201,3,negative,-107.9416967,24.13844333,3,-107.928415,24.12983667,3.187,1/2/2022,winter
297,JCFINP2201,4,negative,-107.9273033,24.2493925,4,-108.0204533,24.26096833,15.364,1/2/2022,winter
298,JCFINP2201,5,negative,-108.1109617,24.255265,5,-108.099025,24.24568,329.21222,1/2/2022,winter
299,JCFINP2201,6,negative,-108.0904208,24.46464,6,-108.0860783,24.45998667,7.455,2/2/2022,winter
300,JCFINP2201,7,positive,-108.5263817,24.98505667,7,-108.5388583,24.99270333,29.485,3/2/2022,winter
301,JCFINP2201,8,negative,-108.6772683,24.92629917,8,-108.6925717,24.927605,8.376,3/2/2022,winter
302,JCFINP2201,9,negative,-108.8296142,24.949505,9,-108.81093,24.93864833,584.31,4/2/2022,winter
303,JCFINP2201,10,negative,-108.9226592,25.03557583,10,-108.93891,25.04337333,100.056,4/2/2022,winter
304,JCFINP2201,11,negative,-109.0029825,25.1381275,11,-109.0125233,25.14994667,26.926,5/2/2022,winter
305,JCFINP2201,12,negative,-109.1607167,25.34553667,12,-109.1738167,25.352225,67.228,5/2/2022,winter
306,JCFINP2201,13,negative,-109.6631242,26.07035167,13,-109.652325,26.08304333,74.548,6/2/2022,winter
307,JCFINP2201,14,negative,-109.6278042,26.19343583,14,-109.6227433,26.20587833,1188.993,7/2/2022,winter
308,JCFINP2201,15,negative,-109.63977,26.32581917,15,-109.6318233,26.31556167,1182.168,7/2/2022,winter
309,JCFINP2201,16,negative,-109.7884508,26.42831583,16,-109.7923417,26.43966667,238.002,NA,NA
310,JCFINP2201,17,negative,-109.9417692,26.55612083,17,-109.95297,26.56426667,2.933,9/2/2022,winter
311,JCFINP2201,18,positive,-110.0913167,26.79682,18,-110.0913167,26.806405,642.243,9/2/2022,winter
312,JCFINP2205,1,negative,-109.5426217,25.7622175,1,-109.5452467,25.78154167,34.124,22/05/2022,spring
313,JCFINP2205,2,negative,-109.4502325,25.63887083,2,-109.4491083,25.63865833,57.703,23/05/2022,spring
314,JCFINP2205,3,positive,-109.6399333,25.9349475,3,-109.6392867,25.93514333,62.608,23/05/2022,spring
315,JCFINP2205,4,positive,-110.680135,25.33928417,4,-110.68991,25.36061167,1.185,24/05/2022,spring
316,JCFINP2205,5,negative,-110.5270517,25.08238417,5,-110.533955,25.10421667,0.816,24/05/2022,spring
317,JCFINP2205,6,negative,-110.2069167,25.05526917,6,-110.22992,25.04352333,17.945,24/05/2022,spring
318,JCFINP2205,7,negative,-109.9279542,25.1980925,7,-109.9495283,25.18703833,5.318,25/05/2022,spring
319,JCFINP2205,8,positive,-109.3311283,25.4712425,8,-109.353285,25.47553,41.848,25/05/2022,spring
320,JCFINP2205,9,positive,-109.174435,25.38652167,9,-109.1514183,25.39828167,83.85,26/05/2022,spring
321,JCFINP2205,10,positive,-109.0782025,25.32475333,10,-109.0586817,25.30775,200.575,26/05/2022,spring
322,JCFINP2205,11,positive,-108.9343275,25.11482667,11,-108.9097567,25.12729,6.718,26/05/2022,spring
323,JCFINP2205,12,negative,-108.8327892,24.97187083,12,-108.812295,24.98238333,37.942,27/05/2022,spring
324,JCFINP2205,13,positive,-109.3693158,24.89350917,13,-109.349965,24.90338667,12.13,27/05/2022,spring
325,JCFINP2205,14,negative,-109.2476167,24.56797333,14,-109.2705417,24.56114833,3.368,28/05/2022,spring
326,JCFINP2205,15,negative,-109.0570575,24.66020083,15,-109.0803133,24.64815833,2.121,28/05/2022,spring
327,JCFINP2205,16,negative,-108.9316292,24.78126083,16,-108.913705,24.80042167,12.118,28/05/2022,spring
328,JCFINP2205,17,positive,-108.7012783,25.03910667,17,-108.6802833,25.04978667,3.796,29/05/2022,spring
329,JCFINP2205,18,positive,-108.1949542,24.708075,18,-108.173725,24.71882833,158.329,29/05/2022,spring
330,JCFINP2205,19,positive,-108.3694383,24.81553167,19,-108.3492067,24.8259,168.498,29/05/2022,spring
331,JCFINP2205,20,negative,-108.4501308,24.93558167,20,-108.4254667,24.94044833,1.585,30/05/2022,spring
332,JCFINP2205,21,negative,-109.397465,23.70017167,21,-109.3726733,23.71286167,36.878,30/05/2022,spring
333,JCFINP2205,22,positive,-108.424715,23.80502667,22,-108.4043333,23.81543167,123.349,31/05/2022,spring
334,JCFINP2205,23,negative,-108.1402525,24.5394675,23,-108.1179883,24.55079333,216.771,1/6/2022,spring
335,JCFINP2205,24,positive,-108.454,24.00792083,24,-108.4348567,23.99647,3.029,1/6/2022,spring
336,JCFINP2205,25,negative,-108.1425075,24.34073667,25,-108.15758,24.32095167,3.109,2/6/2022,spring
337,JCFINP2205,26,positive,-107.30695,23.98271417,26,-107.2847733,23.99407833,64.417,2/6/2022,spring
338,JCFINP2205,27,positive,-107.4778158,24.09186583,27,-107.454195,24.10384667,211.273,3/6/2022,spring
339,JCFINP2205,28,positive,-107.9830267,24.20079917,28,-107.6261183,24.21283,133.8,3/6/2022,spring
340,JCFINP2205,29,positive,-107.0318863,23.7260075,29,-107.0016827,23.73715,152.762,3/6/2022,spring
341,JCFINP2205,30,positive,-107.114742,23.8462875,30,-107.0166023,23.85826833,242.806,4/6/2022,spring
342,JCFINP2205,31,negative,-107.5192317,23.87427917,31,-107.4949517,23.886635,67.343,4/6/2022,spring
343,JCFINP2205,32,positive,-106.6288617,23.34687167,32,-106.60765,23.357685,116.922,4/6/2022,spring
344,JCFINP2205,33,negative,-106.7613958,23.47515,33,-106.73447,23.488545,0,4/6/2022,spring
345,JCFINP2206,1,negative,-109.6557992,26.12361167,1,-109.6369483,26.13315167,7.695,24/06/2022,summer
346,JCFINP2206,2,positive,-109.4939408,26.4051375,2,-109.4801717,26.41469833,7.053,24/06/2022,summer
347,JCFINP2206,3,negative,-110.396175,25.94147333,3,-110.377065,25.951275,3.961,24/06/2022,summer
348,JCFINP2206,4,positive,-110.7934675,25.57442582,4,-110.79972,25.5747533,7.891,25/06/2022,summer
349,JCFINP2206,5,negative,-110.0017133,26.34007417,5,-110.01717,26.33207667,1.809,25/06/2022,summer
350,JCFINP2206,6,positive,-109.6169692,26.53631083,6,-109.5962167,26.54688333,44.628,26/06/2022,summer
351,JCFINP2206,7,positive,-110.9730467,26.03922917,7,-110.99162,26.029655,26.118,26/06/2022,summer
352,JCFINP2206,8,positive,-110.9742533,25.84231583,8,-110.9921467,25.83311333,2.705,27/06/2022,summer
353,JCFINP2206,9,positive,-111.31793,26.23088583,9,-111.3395267,26.23212667,46.772,27/06/2022,summer
354,JCFINP2206,10,positive,-111.1480008,26.1463825,10,-111.16981,26.135135,4.804,28/06/2022,summer
355,JCFINP2206,11,positive,-110.0028025,26.7318125,11,-109.9818717,26.74274833,144.845,28/06/2022,summer
356,JCFINP2206,12,positive,-110.15303,26.85195333,12,-110.1337233,26.86177333,31.456,29/06/2022,summer
357,JCFINP2206,13,positive,-110.3051875,26.97048333,13,-110.28551,26.98056833,3.172,29/06/2022,summer
358,JCFINP2206,14,positive,-110.6991542,27.39507833,14,-110.6792583,27.402445,10.125,29/06/2022,summer
359,JCFINP2206,15,positive,-110.3856225,27.126105,15,-110.3678633,27.13498333,12.935,30/06/2022,summer
360,JCFINP2206,16,positive,-111.3758392,26.4229725,16,-111.395575,26.41258167,29.129,1/7/2022,summer
361,JCFINP2206,17,positive,-111.4538267,26.57987,17,-111.4717617,26.56996167,40.934,1/7/2022,summer
362,JCFINP2206,18,positive,-111.1372283,26.74140083,18,-111.1203317,26.750025,1.252,1/7/2022,summer
363,JCFINP2206,19,positive,-111.5067258,26.7826125,19,-111.4883383,26.79158333,3.391,2/7/2022,summer
364,JCFINP2206,20,positive,-111.7236492,26.88058583,20,-111.7171317,26.87032667,6.35,2/7/2022,summer
365,JCFINP2206,21,positive,-112.0432558,27.29478917,21,-112.0651383,27.2841,11.878,2/7/2022,summer
366,JCFINP2206,22,positive,-111.9300267,27.156075,22,-111.9510183,27.14528333,21.984,3/7/2022,summer
367,JCFINP2206,23,positive,-111.35546,27.44989,23,-111.3705217,27.44218333,5.943,3/7/2022,summer
368,JCFINP2206,24,positive,-110.7427,27.5666975,24,-110.722125,27.57727333,85.782,3/7/2022,summer
369,JCFINP2206,25,positive,-110.7462892,27.76129667,25,-110.7253367,27.77209167,90.709,4/7/2022,summer
370,JCFINP2206,26,positive,-111.2531858,28.0141425,26,-111.2673233,28.02580667,0.706,5/7/2022,summer
371,JCFINP2206,27,positive,-111.4955358,28.23744,27,-111.4761917,28.24725667,1.502,5/7/2022,summer
372,JCFINP2206,28,positive,-112.26391,27.47592333,28,-112.2592417,27.45932333,10.099,6/7/2022,summer
373,JCFINP2206,29,positive,-112.1827267,27.88595667,29,-112.2001183,27.87692333,2.908,6/7/2022,summer
374,JCFINP2206,30,negative,-111.9752242,27.9920825,30,-111.9939317,27.98257667,0.215,6/7/2022,summer
375,JCFINP2206,31,positive,-111.7802333,28.2884975,31,-111.7616417,28.29785833,10.682,7/7/2022,summer
376,JCFINP2206,32,positive,-112.6233425,28.053885,32,-112.641845,28.04443167,0.757,7/7/2022,summer
377,JCFINP2206,33,positive,-112.70831,28.2069,33,-112.72842,28.19652167,20.758,7/7/2022,summer
378,JCFINP2206,34,positive,-112.65163,28.4330625,34,-112.6765483,28.42038833,0.187,8/7/2022,summer
379,JCFINP2206,35,positive,-112.1466417,28.69022583,35,-112.12469,28.70153333,87.854,9/7/2022,summer
380,JCFINP2206,36,positive,-112.084665,28.52602583,36,-112.0669083,28.535145,23.949,9/7/2022,summer
381,JCFINP2207,1,negative,-117.031185,32.2409475,1,-117.0534,32.252265,236.76,26/07/2022,summer
382,JCFINP2207,2,positive,-117.2891875,32.31133,2,-117.268385,32.32144333,103.039,27/07/2022,summer
383,JCFINP2207,3,negative,-117.0405858,32.04826417,3,-117.059135,32.03895833,98.768,27/07/2022,summer
384,JCFINP2207,4,positive,-117.0010925,31.87401417,4,-116.981565,31.88394,114.372,28/07/2022,summer
385,JCFINP2207,5,negative,-117.9445408,31.78625092,5,-117.96246,31.77709183,65.823,28/07/2022,summer
386,JCFINP2207,6,positive,-117.5935033,31.76903333,6,-117.6142783,31.75856833,1.168,29/07/2022,summer
387,JCFINP2207,7,negative,-116.7874375,31.59361583,7,-116.7641867,31.6054,2.651,29/07/2022,summer
388,JCFINP2207,8,positive,-117.0493533,31.65425667,8,-117.0259933,31.66633333,91.148,29/07/2022,summer
389,JCFINP2207,9,negative,-117.4024575,31.67098333,9,-117.3809383,31.681815,0.844,30/07/2022,summer
390,JCFINP2207,10,negative,-117.4296675,31.46136084,10,-117.4083883,31.47207,148.97,30/07/2022,summer
391,JCFINP2207,11,negative,-117.2663142,31.3506525,11,-117.2454917,31.36109833,3.989,31/07/2022,summer
392,JCFINP2207,12,positive,-116.5454042,31.32787,12,-116.5237617,31.338875,4.602,31/07/2022,summer
393,JCFINP2207,13,positive,-116.6566408,31.455445,13,-116.64182,31.44171167,6.529,1/8/2022,summer
394,JCFINP2207,14,positive,-117.0620275,31.259735,14,-117.0401917,31.270825,54.072,1/8/2022,summer
395,JCFINP2207,15,positive,-116.4208358,31.00263917,15,-116.3986767,31.013835,11.802,1/8/2022,summer
396,JCFINP2207,16,negative,-116.5225933,31.14485,16,-116.5039633,31.15419667,0.064,2/8/2022,summer
397,JCFINP2207,17,positive,-116.9065242,31.14429642,17,-116.8838083,31.155815,14.886,2/8/2022,summer
398,JCFINP2207,18,negative,-116.7141208,31.04404,18,-116.73367,31.03720167,11.633,3/8/2022,summer
399,JCFINP2207,19,negative,-116.8877258,30.78976417,19,-116.8996967,30.80218333,14.673,3/8/2022,summer
400,JCFINP2207,20,positive,-116.4176858,30.80527,20,-116.3957267,30.82047667,0.285,3/8/2022,summer
401,JCFINP2207,21,positive,-116.2805767,30.68506167,21,-116.2984617,30.67590833,8.403,4/8/2022,summer
402,JCFINP2207,22,positive,-116.1821192,30.54094083,22,-116.16151,30.55147333,4.872,4/8/2022,summer
403,JCFINP2207,23,positive,-116.3659683,30.44623833,23,-116.3484933,30.45524667,12.412,4/8/2022,summer
404,JCFINP2207,24,positive,-116.5601842,30.54136417,24,-116.5415483,30.55086167,3.334,5/8/2022,summer
405,JCFINP2207,25,negative,-117.0353483,30.49297417,25,-117.0530567,30.51089833,0.415,5/8/2022,summer
406,JCFINP2207,26,positive,-116.9721992,30.14386667,26,-116.9899483,30.16209167,0.219,6/8/2022,summer
407,JCFINP2207,27,positive,-115.9498192,30.07919667,27,-115.9615333,30.09868,27.397,6/8/2022,summer
408,JCFINP2207,28,positive,-116.0462308,30.22861834,28,-116.0590983,30.24659667,6.874,7/8/2022,summer
409,JCFINP2207,29,positive,-115.8690508,29.72708083,29,-115.8903967,29.71583333,291.387,7/8/2022,summer
410,JCFINP2207,30,positive,-115.87678,29.919265,30,-115.86058,29.92766333,298.771,8/8/2022,summer
411,JCFINP2207,31,positive,-116.1329925,29.58831583,31,-116.1501333,29.579255,4.72,8/8/2022,summer
412,JCFINP2207,32,positive,-116.6190283,29.5334125,32,-116.5985217,29.54398333,0.464,9/8/2022,summer
413,JCFINP2207,33,positive,-115.7502592,29.59554,33,-115.7674967,29.58661,8.331,9/8/2022,summer
414,JCFINP2207,34,positive,-115.6334917,29.461325,34,-115.649165,29.45334333,0.775,10/8/2022,summer
415,JCFINP2207,35,positive,-115.3269233,29.42499,35,-115.3070417,29.435565,1.079,10/8/2022,summer
416,JCFINP2207,36,positive,-115.9364167,29.30456584,36,-115.9558567,29.29458667,0.161,11/8/2022,summer
417,JCFINP2207,37,positive,-115.6349192,29.28118083,37,-115.6544567,29.293325,4.099,11/8/2022,summer
418,JCFINP2207,38,positive,-115.4753242,29.1667975,38,-115.4942783,29.180755,4.851,11/8/2022,summer
419,JCFINP2207,39,negative,-115.2817167,29.24907417,39,-115.2630233,29.25994,113.34,11/8/2022,summer
420,JCFINP2207,40,negative,-115.2057825,29.12048167,40,-115.2217367,29.13242333,97.039,12/8/2022,summer
421,JCFINP2207,41,negative,-114.89972,29.06306917,41,-114.9205867,29.05237,20.082,12/8/2022,summer
422,JCFINP2207,42,positive,-115.3488575,28.83033417,42,-115.3650183,28.85122833,0.134,12/8/2022,summer
423,JCFINP2207,43,positive,-114.8907675,28.67432667,43,-114.9046183,28.69160333,1.927,13/08/2022,summer
424,JCFINP2207,44,positive,-114.63335,28.82722167,44,-114.6454867,28.83887,2.346,13/08/2022,summer
425,JCFINP2207,45,positive,-114.56941,28.47187583,45,-114.5753017,28.49094333,3.265,14/08/2022,summer
426,JCFINP2207,46,negative,-115.7866034,28.20348667,46,-115.7927417,28.2229,0.493,14/08/2022,summer
427,JCFINP2207,47,negative,-115.6090117,27.922075,47,-115.6146533,27.94079,1.002,15/08/2022,summer
428,JCFINP2208,1,positive,-115.1422692,27.73797167,1,-115.135935,27.76123167,4.212,25/08/2022,summer
429,JCFINP2208,2,negative,-115.41028,27.7872775,2,-115.4301117,27.802295,2.856,26/08/2022,summer
430,JCFINP2208,3,positive,-115.1068925,27.57182667,3,-115.126155,27.590305,10.571,26/08/2022,summer
431,JCFINP2208,4,positive,-114.975455,27.65148917,4,-114.9862133,27.669625,30.892,27/08/2022,summer
432,JCFINP2208,5,positive,-114.8865975,27.58113167,5,-114.9039,27.59314333,52.94,27/08/2022,summer
433,JCFINP2208,6,positive,-114.8220183,27.34464167,6,-114.8283767,27.368025,6.005,28/08/2022,summer
434,JCFINP2208,7,positive,-114.5489717,27.29486084,7,-114.5505717,27.316985,410.463,28/08/2022,summer
435,JCFINP2208,8,positive,-114.5115942,27.10577083,8,-114.52768,27.126665,27.17,28/08/2022,summer
436,JCFINP2208,9,positive,-114.2522375,27.05676,9,-114.2426067,27.07475667,5.619,29/08/2022,summer
437,JCFINP2208,10,negative,-114.0789308,26.9636875,10,-114.0917817,26.97750667,3.002,29/08/2022,summer
438,JCFINP2208,11,positive,-114.5703159,26.68093834,11,-114.5833817,26.703765,1.409,30/08/2022,summer
439,JCFINP2208,12,positive,-114.333085,26.438775,12,-114.3432183,26.45793333,2.657,30/08/2022,summer
440,JCFINP2208,13,positive,-113.239215,26.62388167,13,-113.223865,26.63140333,42.838,30/08/2022,summer
441,JCFINP2208,14,negative,-113.7557375,26.73855667,14,-113.7685883,26.75438167,31.036,31/08/2022,summer
442,JCFINP2208,15,negative,-113.621005,26.62115917,15,-113.6384017,26.63662167,0.103,31/08/2022,summer
443,JCFINP2208,16,positive,-113.12113,26.49200833,16,-113.103325,26.50148333,165.597,31/08/2022,summer
444,JCFINP2208,17,negative,-113.4516875,26.5108775,17,-113.47028,26.52269167,10.618,1/9/2022,summer
445,JCFINP2208,18,positive,-112.8044934,26.07549834,18,-112.8245667,26.064815,105.877,1/9/2022,summer
446,JCFINP2208,19,negative,-113.1644242,26.2708475,19,-113.17079,26.28669833,0.063,2/9/2022,summer
447,JCFINP2208,20,negative,-113.1643809,26.2708475,20,-113.17079,26.28669833,0.657,2/9/2022,summer
448,INPI2304,1,positive,-109.4744167,25.733835,1,-109.4744167,25.733835,185.8,23/04/2023,spring
449,INPI2304,2,positive,-109.4865333,25.84906667,2,-109.4865333,25.84906667,2.74,23/04/2023,spring
450,INPI2304,3,positive,-109.4980667,25.95283333,3,-109.4980667,25.95283333,4.055,24/04/2023,spring
451,INPI2304,4,negative,-109.4903667,25.5985,4,-109.4903667,25.5985,0,24/04/2023,spring
452,INPI2304,5,positive,-109.2907333,25.54111667,5,-109.2907333,25.54111667,87,25/04/2023,spring
453,INPI2304,6,positive,-109.1409167,25.42121667,6,-109.1409167,25.42121667,10.87,25/04/2023,spring
454,INPI2304,7,positive,-108.65455,25.30896667,7,-108.65455,25.30896667,33.87,25/04/2023,spring
455,INPI2304,8,positive,-108.89485,25.31111667,8,-108.89485,25.31111667,11.8,26/04/2023,spring
456,INPI2304,9,positive,-108.590325,25.10476667,9,-108.6033333,25.1146,0,26/04/2023,spring
457,INPI2304,10,positive,-108.33315,24.99808333,10,-108.33315,24.99808333,0.17,26/04/2023,spring
458,INPI2304,11,positive,-108.15535,24.74686667,11,-108.15535,24.74686667,46.3,27/04/2023,spring
459,INPI2304,12,positive,-108.0402333,24.61055,12,-108.0402333,24.61055,94.8,27/04/2023,spring
460,INPI2304,13,positive,-107.90455,24.47521667,13,-107.90455,24.47521667,27.6,27/04/2023,spring
461,INPI2304,14,positive,-107.6920833,24.40695,14,-107.6920833,24.40695,75.82,27/04/2023,spring
462,INPI2304,15,positive,-107.6256667,24.22985,15,-107.6256667,24.22985,1.5,28/04/2023,spring
463,INPI2304,16,positive,-107.2690833,24.01346667,16,-107.2690833,24.01346667,10.1,28/04/2023,spring
464,INPI2304,17,positive,-107.1200167,23.8906,17,-107.1200167,23.8906,3,28/04/2023,spring
465,INPI2304,18,negative,-106.9516667,23.78911667,18,-106.9516667,23.78911667,7.4,29/04/2023,spring
466,INPI2304,19,negative,-106.8949083,23.60255833,19,-106.9031667,23.61876667,0,29/04/2023,spring
467,INPI2304,20,negative,-106.673085,23.51264,20,-106.6758333,23.51563333,3.4,29/04/2023,spring
468,INPI2304,21,positive,-106.5685417,23.37136667,21,-106.58275,23.38683333,0,30/04/2023,spring
469,INPI2304,22,positive,-106.5139732,23.25262031,22,-106.51425,23.25313333,3.5,30/04/2023,spring
470,INPI2304,23,positive,-106.3146575,23.08793333,23,-106.3153167,23.08855,0.9,30/04/2023,spring
471,INPI2304,24,positive,-106.1516167,22.941625,24,-106.1657667,22.97278333,0,30/04/2023,spring
472,JCFINP2304,1,positive,-109.5506608,25.765305,1,-109.5422833,25.765305,0.56,15/04/2023,spring
473,JCFINP2304,2,positive,-109.6095867,25.928865,2,-109.6057367,25.920415,0.348,16/04/2023,spring
474,JCFINP2304,3,negative,-109.6708734,25.525875,3,-109.6887067,25.51681833,10.54596,16/04/2023,spring
475,JCFINP2304,4,positive,-109.6228658,25.7399675,4,-109.6149933,25.72362333,6.8987,17/04/2023,spring
476,JCFINP2304,5,positive,-109.6714484,25.9147725,5,-109.66459,25.89773333,28.351,17/04/2023,spring
477,JCFINP2304,6,negative,-110.0212342,25.5431775,6,-110.0133133,25.52461,0.324,17/04/2023,spring
478,JCFINP2304,7,negative,-110.2393434,25.62822334,7,-110.2254667,25.63534,5.183,18/04/2023,spring
479,JCFINP2304,8,negative,-110.1926947,25.16078722,8,-110.2254667,25.63534,1.666,18/04/2023,spring
480,JCFINP2304,9,negative,-110.3872778,25.14719896,9,-110.4294767,25.137955,6.938,19/04/2023,spring
481,JCFINP2304,10,positive,-109.4424442,25.44594583,10,-109.4623367,25.43575833,6.67,19/04/2023,spring
482,JCFINP2304,11,positive,-109.1658434,25.38466084,11,-109.1840767,25.399535,0.862,19/04/2023,spring
483,JCFINP2304,12,negative,-109.3880859,25.26964667,12,-109.36768,25.28769,3.692,20/04/2023,spring
484,JCFINP2304,13,negative,-109.0606492,25.25026083,13,-109.0817533,25.25072833,7.709,20/04/2023,spring
485,JCFINP2304,14,positive,-108.93851,25.12378334,14,-108.9519083,25.140525,2.608,21/04/2023,spring
486,JCFINP2304,15,negative,-109.1407543,25.00816946,15,-108.9519083,25.140525,4.3,21/04/2023,spring
487,JCFINP2304,16,negative,-109.9408659,24.60665,16,-109.954655,24.62318333,1.547,21/04/2023,spring
488,JCFINP2304,17,negative,-109.6550525,24.373605,17,-109.6698017,24.386145,7.246,22/04/2023,spring
489,JCFINP2304,18,negative,-109.2020559,25.0386425,18,-109.723125,25.04941833,1.834,22/04/2023,spring
490,JCFINP2304,19,positive,-108.4882417,24.95764417,19,-108.50657,24.97029333,18.113,22/04/2023,spring
491,JCFINP2304,20,negative,-108.6246133,24.8814075,20,-108.6035783,24.89191667,99.141,23/04/2023,spring
492,JCFINP2304,21,positive,-108.0910934,24.59418084,21,-108.079765,24.61164,17.336,23/04/2023,spring
493,JCFINP2304,22,negative,-108.18452,24.70643667,22,-108.1658667,24.68449,9.173,23/04/2023,spring
494,JCFINP2304,23,negative,-108.3262367,24.83390334,23,-108.30734,24.818565,41.135,24/04/2023,spring
495,JCFINP2304,24,negative,-109.5118358,24.03034167,24,-109.4933233,24.01639667,17.016,24/04/2023,spring
496,JCFINP2304,25,negative,-109.5120158,23.65515333,25,-109.5205633,23.66420833,6.144,25/04/2023,spring
497,JCFINP2304,26,negative,-109.1552359,23.4343725,26,-109.174485,23.42121333,12.053,25/04/2023,spring
498,JCFINP2304,27,negative,-108.8062083,24.00368167,27,-108.8255483,24.00143833,2.474,26/04/2023,spring
499,JCFINP2304,28,positive,-107.6478942,24.197645,28,-107.620365,24.20732,14.034,26/04/2023,spring
500,JCFINP2304,29,positive,-107.7628717,24.317095,29,-107.6873333,24.30568333,2.088,26/04/2023,spring
501,JCFINP2304,30,positive,-108.0192034,24.40572917,30,-107.9978367,24.39589833,3.573,27/04/2023,spring
502,JCFINP2304,31,positive,-107.4898334,24.0858075,31,-107.466245,24.09781667,43.898,27/04/2023,spring
503,JCFINP2304,32,negative,-107.9559692,24.04467667,32,-107.936035,24.053925,21.026,27/04/2023,spring
504,JCFINP2304,33,negative,-107.9369509,23.85718584,33,-107.9545217,23.84840167,6.032,28/04/2023,spring
505,JCFINP2304,34,positive,-107.0391725,23.7271125,34,-107.0191917,23.737825,6.174,28/04/2023,spring
506,JCFINP2304,35,positive,-107.2063617,23.89984,35,-107.1899467,23.88443,18.425,29/04/2023,spring
507,JCFINP2304,36,negative,-107.1937298,23.87913997,36,-106.92195,23.39340167,6.335,29/04/2023,spring
508,JCFINP2304,37,negative,-106.6517267,23.35288083,37,-106.6698517,23.36057833,11.036,29/04/2023,spring
509,JCFINP2304,38,negative,-106.8821042,23.6059525,38,-106.8684383,23.58844333,17.419,30/04/2023,spring
510,JCFINP2304,39,positive,-105.9522492,22.511135,39,-105.9413483,22.49388667,23.514,1/5/2023,spring
511,JCFINP2304,40,negative,-106.0344067,22.6589725,40,-106.0242617,22.64030167,16.931,1/5/2023,spring
512,JCFINP2304,41,negative,-105.9049567,22.3711675,41,-105.91238,22.39102833,17.337,2/5/2023,spring
513,JCFINP2304,42,negative,-105.8142442,22.01056917,42,-105.8206667,22.02773833,2.93,3/5/2023,spring
514,JCFINP2305,43,negative,-109.5858517,26.04096833,43,-109.5712967,26.05496333,0,17/05/2023,spring
515,JCFINP2305,44,positive,-109.6245359,26.04255,44,-109.6011267,26.04755333,22.396,17/05/2023,spring
516,JCFINP2305,45,positive,-109.4576967,26.42119,45,-109.4395667,26.43025667,73.34,17/05/2023,spring
517,JCFINP2305,46,positive,-109.5898934,26.14973,46,-109.57781,26.16438333,25.238,18/05/2023,spring
518,JCFINP2305,47,negative,-109.9608667,26.16764667,47,-109.948215,26.17086333,17.799,18/05/2023,spring
519,JCFINP2305,48,positive,-110.7653575,25.5740925,48,-110.7862017,25.57533667,11.11,19/05/2023,spring
520,JCFINP2305,49,negative,-110.7582159,25.75357833,49,-110.737185,25.75154333,0.057,19/05/2023,spring
