cruise,haul,totalCatchWtkg,date,lat,long,species
JCFINP2305,62,0.05,24/05/2023,26.55682833,-111.4549617,Etrumeus acuminatus
JCFINP2305,63,50.36,25/05/2023,26.86349333,-111.7407333,Engraulis mordax
JCFINP2305,63,3.78,25/05/2023,26.86349333,-111.7407333,Sardinops sagax
JCFINP2305,63,0.09,25/05/2023,26.86349333,-111.7407333,Trachurus symmetricus
JCFINP2305,63,0.1,25/05/2023,26.86349333,-111.7407333,Etrumeus acuminatus
JCFINP2305,64,5.68,25/05/2023,27.40225667,-110.6799317,Engraulis mordax
JCFINP2305,65,0.24,26/05/2023,27.5771,-110.7223,Etrumeus acuminatus
JCFINP2305,65,0.11,26/05/2023,27.5771,-110.7223,Scomber japonicus
JCFINP2305,66,1.6,26/05/2023,27.76988833,-110.7295733,Scomber japonicus
JCFINP2305,67,1.17,26/05/2023,27.98722833,-111.2468317,Scomber japonicus
JCFINP2305,67,0.74,26/05/2023,27.98722833,-111.2468317,Engraulis mordax
JCFINP2305,68,0.7,27/05/2023,27.87212667,-111.00261,Engraulis mordax
JCFINP2305,68,1.18,27/05/2023,27.87212667,-111.00261,Scomber japonicus
JCFINP2305,68,2.35,27/05/2023,27.87212667,-111.00261,Etrumeus acuminatus
JCFINP2305,68,0.02,27/05/2023,27.87212667,-111.00261,Sardinops sagax
JCFINP2305,70,0.51,27/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,71,0.01,27/05/2023,27.285325,-112.0617733,Etrumeus acuminatus
JCFINP2305,71,0.08,27/05/2023,27.285325,-112.0617733,Sardinops sagax
JCFINP2305,71,2.7,27/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,71,1.54,27/05/2023,27.285325,-112.0617733,Engraulis mordax
JCFINP2305,71,0.01,27/05/2023,27.285325,-112.0617733,Trachurus symmetricus
JCFINP2305,72,0.07,28/05/2023,27.285325,-112.0617733,Trachurus symmetricus
JCFINP2305,72,10.77,28/05/2023,27.285325,-112.0617733,Sardinops sagax
JCFINP2305,72,1.14,28/05/2023,27.285325,-112.0617733,Etrumeus acuminatus
JCFINP2305,72,0.45,28/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,75,0.17,29/05/2023,27.285325,-112.0617733,Etrumeus acuminatus
JCFINP2305,74,0.51,28/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,74,3.66,28/05/2023,27.285325,-112.0617733,Sardinops sagax
JCFINP2305,76,0.01,29/05/2023,27.285325,-112.0617733,Sardinops sagax
JCFINP2305,76,1.92,29/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,77,0.01,30/05/2023,27.285325,-112.0617733,Etrumeus acuminatus
JCFINP2305,77,0.05,30/05/2023,27.285325,-112.0617733,Scomber japonicus
JCFINP2305,78,0.02,30/05/2023,27.285325,-112.0617733,Sardinops sagax
JCFINP2305,78,0.14,30/05/2023,27.285325,-112.0617733,Etrumeus acuminatus
JCFINP2305,79,0.05,30/05/2023,27.285325,-112.0617733,Engraulis mordax
JCFINP2305,80,0.45,31/05/2023,27.285325,-112.0617733,Engraulis mordax
JCFINP2305,81,0.49,31/05/2023,28.78300833,-112.4755217,Scomber japonicus
JCFINP2305,82,0.48,1/6/2023,28.70975167,-112.1672933,Etrumeus acuminatus
JCFINP2305,82,0.01,1/6/2023,28.70975167,-112.1672933,Engraulis mordax
JCFINP2305,82,0.03,1/6/2023,28.70975167,-112.1672933,Sardinops sagax
JCFINP2305,82,2.29,1/6/2023,28.70975167,-112.1672933,Scomber japonicus
JCFINP2304,101,0.3,23/04/2023,25.733835,-109.4744167,Scomber japonicus
JCFINP2304,101,0.1,23/04/2023,25.733835,-109.4744167,Sardinops sagax
JCFINP2304,102,0.34,23/04/2023,25.84906667,-109.4865333,Sardinops sagax
JCFINP2304,105,0.9,25/04/2023,25.54111667,-109.2907333,Scomber japonicus
